path,type,likely_timeline,likely_stage,purpose,key_evidence,release_grade_evidence,historical_or_exploratory_only,superseded,cite_in_final_paper,caveats,confidence
docs/assets/exactkv_crash_test_frames/frame_00004.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00005.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00006.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00007.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00008.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00009.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00010.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00011.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00012.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00013.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00014.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00015.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00016.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00017.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00018.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00019.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00020.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00021.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00022.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00023.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00024.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00025.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00026.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00027.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00028.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00029.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00030.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00031.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00032.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00033.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00034.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00035.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00036.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00037.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00038.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00039.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00040.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00041.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00042.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00043.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00044.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00045.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00046.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00047.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00048.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00049.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00050.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00051.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00052.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00053.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00054.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00055.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00056.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00057.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00058.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00059.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00060.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00061.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00062.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00063.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00064.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00065.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00066.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00067.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00068.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00069.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00070.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00071.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00072.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00073.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00074.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00075.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00076.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00077.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00078.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00079.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00080.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00081.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00082.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00083.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00084.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00085.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00086.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00087.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00088.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00089.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00090.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00091.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00092.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00093.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00094.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00095.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00096.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00097.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00098.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00099.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00100.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00101.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00102.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00103.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00104.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00105.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00106.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00107.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00108.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00109.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00110.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00111.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00112.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00113.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00114.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00115.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00116.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00117.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00118.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00119.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00120.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00121.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00122.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00123.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00124.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00125.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00126.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00127.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00128.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00129.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00130.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00131.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00132.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00133.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00134.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00135.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00136.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00137.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00138.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00139.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00140.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00141.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00142.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00143.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00144.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00145.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00146.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00147.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00148.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00149.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00150.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00151.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00152.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00153.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00154.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00155.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00156.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00157.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00158.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00159.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00160.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00161.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00162.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00163.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00164.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00165.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00166.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00167.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00168.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00169.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00170.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00171.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00172.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00173.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00174.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00175.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00176.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00177.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00178.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00179.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00180.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00181.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00182.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00183.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00184.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00185.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00186.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00187.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00188.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00189.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00190.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00191.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00192.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00193.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00194.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00195.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00196.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00197.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00198.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00199.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00200.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00201.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00202.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00203.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00204.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00205.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00206.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00207.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00208.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00209.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00210.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00211.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00212.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00213.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00214.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00215.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00216.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00217.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00218.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00219.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
docs/assets/exactkv_crash_test_frames/frame_00220.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
